"","customer_id","customer_age","customer_sex","customer_number_of_dependents","customer_education","customer_civil_status","customer_salary_range","customer_relationship_length","customer_available_credit_limit","credit_card_classification","total_products","period_inactive","contacts_in_last_year","credit_card_debt_balance","remaining_credit_limit","transaction_amount_ratio","total_transaction_amount","total_transaction_count","transaction_count_ratio","average_utilization","account_status","date1","class"
"5284",288855,47,NA,3,"Uneducated","Single","below 40K",38,"2808","Blue",5,3,4,2264,"544","0.544",3562,74,"0.682","0.806","open","2022-02-02",NA
"5285",335232,46,"F",4,"Graduate","Single","Unknown",36,"17023","Blue",4,3,2,1084,"15939","0.928",11270,43,"0.387","0.064","open","2022-02-02",1
"5286",454900,42,"M",3,"Uneducated","Married","120K and more",23,"34516","Platinum",3,4,3,2070,"32446","0.88",13781,102,"0.545","0.06","open","2022-02-02",0
"5287",331586,50,"F",2,"Unknown","Divorced",NA,36,"2855","Blue",3,2,4,527,"2328","0.678",3645,69,"0.605","0.185","open","2022-02-02",1
"5288",956304,47,"F",4,"Unknown","Married","below 40K",36,"2033","Blue",3,3,3,228,"1805","0.904",2572,43,"0.72","0.112","closed","2022-02-02",1
"5289",839371,42,"F",3,"Unknown","Married","below 40K",36,"2281","Blue",4,2,1,1548,"733","0.739",4384,78,"0.857","0.679","open","2022-02-02",1
"5290",847649,54,NA,2,"Unknown","Single","below 40K",46,"4170","Blue",3,2,3,641,"3529","0.815",3669,67,"0.595","0.154","open","2022-02-02",NA
"5291",585752,42,"F",3,"Graduate","Unknown","below 40K",32,"7169","Blue",3,1,2,902,"6267","0.834",1438,35,"2.955","0.126","open","2022-02-02",1
"5292",156286,53,"F",3,"Unknown","Married","below 40K",36,"2819","Blue",3,3,3,0,"2819","0.4",2128,39,"0.444","0","closed","2022-02-02",1
"5293",831946,NA,"M",3,"Graduate","Married","40-60K",18,"6407","Blue",5,3,3,963,"5444","1.052",1921,43,"0.72","0.15","open","2022-02-02",0
"5294",358236,57,"M",2,"High School","Single","60-80K",47,"2248","Blue",6,3,4,0,"2248","0.735",4439,77,"0.54","0","open","2022-02-02",0
"5295",494907,49,"F",2,"Uneducated","Single","below 40K",31,"2381","Blue",6,1,3,1603,"778","0.687",4013,79,"0.756","0.673","open","2022-02-02",1
"5296",189711,55,"F",3,"High School","Married","below 40K",48,"2897","Blue",6,2,2,1601,"1296","0.878",1337,25,"0.471","0.553","open","2022-02-02",1
"5297",663362,56,"M",2,"Graduate","Single",NA,45,"11714","Blue",2,2,3,898,"10816","0.726",13956,122,"0.718","0.077","open","2022-02-02",0
"5298",449184,52,NA,1,"Graduate","Married","60-80K",43,"7187","Blue",3,3,2,2014,"5173","0.649",1159,26,"0.733","0.28","open","2022-02-02",NA
"5299",564517,51,"F",3,"Uneducated","Single","below 40K",36,"3747","Blue",5,3,3,2268,"1479","0.709",4609,87,"0.74","0.605","open","2022-02-02",1
"5300",528889,51,"F",1,"Graduate","Single","below 40K",41,"8900","Blue",4,2,3,798,"8102","0.647",117159,88,"0.66","0.09","open","2022-02-02",1
"5301",825272,51,"F",3,"College","Married","40-60K",36,"4762","Blue",2,3,3,0,"4762","0.526",2811,52,"0.3","0","closed","2022-02-02",1
"5302",585910,50,"M",2,"Graduate","Single","80-120K",35,"2514","Blue",3,3,1,1521,"993","0.638",1636,36,"0.385","0.605","open","2022-02-02",0
"5303",746577,42,"M",4,"Uneducated","Married","40-60K",33,"3108","Blue",1,2,2,2280,"828","0.844",14763,99,"0.8","0.734","open","2022-02-02",0
"5304",282332,54,"M",3,"High School","Married","80-120K",48,"3288","Blue",3,4,3,2517,"771","0.84",19019,46,"0.438","0.766","closed","2022-02-02",0
"5305",475761,50,"M",2,"High School","Married","120K and more",37,"34516","Silver",5,2,1,399,"34117","0.726",2118,41,"0.519","0.012","closed","2022-02-02",0
"5306",168216,43,"M",4,"Unknown","Married","40-60K",39,"6111","Blue",5,1,2,2517,"3594","0.632",1221,16,"2.2","0.412","open","2022-02-02",0
"5307",162741,52,"F",4,"College","Unknown","below 40K",39,"2035","Blue",6,3,1,1343,"692","0.835",4643,86,"0.686","0.66","open","2022-02-02",1
"5308",139091,NA,"M",2,"Post-Graduate","Married","80-120K",39,"3742","Blue",4,2,3,2517,"1225","0.75",16401,121,"0.806","0.673","open","2022-02-02",0
"5309",745074,34,"M",3,"Graduate","Divorced","80-120K",21,"4670","Blue",6,4,2,0,"4670","0.883",2256,56,"0.6","0","open","2022-02-02",0
"5310",280302,35,"M",1,"Post-Graduate","Married","80-120K",20,"13046","Blue",6,3,4,1177,"11869","1.214",NA,52,"0.733","0.09","open","2022-02-02",0
"5311",310552,47,"M",2,"Graduate","Married","80-120K",36,"12933","Blue",3,3,2,2239,"10694","0.445",6564,56,"0.514","0.173","closed","2022-02-02",0
"5312",908792,44,"F",2,"Graduate","Married","Unknown",26,"18054","Blue",2,1,3,1030,"976","0.881",5337,85,"0.735","0.513","open","2022-02-02",1
"5313",548555,52,"F",1,"College","Unknown","below 40K",39,"8506","Blue",1,2,1,0,"8506","0.719",14289,113,"0.638","0","open","2022-02-02",1
"5314",316711,53,"M",3,"High School","Married","120K and more",40,"4182","Blue",6,2,5,741,"3441","0.885",1297,24,"1.182","0.177","open","2022-02-02",0
"5315",766133,36,NA,4,"Unknown","Single",NA,36,"9887","Blue",6,1,2,994,"8893","0.488",2552,64,"0.455","0.101","open","2022-02-02",NA
"5316",654926,52,"F",1,"High School","Single","40-60K",42,"3416","Blue",1,3,1,1970,"1446","0.804",8254,75,"0.596","0.577","open","2022-02-02",1
"5317",526345,34,"F",3,"Graduate","Single","Unknown",23,"2591","Blue",5,1,0,0,"2591","0.61",3876,67,"0.763","0","open","2022-02-02",1
"5318",728850,34,"M",1,"Unknown","Married","60-80K",29,"3890","Blue",3,2,3,2286,"1604","0.633",1889,51,"0.457","0.588","open","2022-02-02",0
"5319",898095,46,"M",1,"Uneducated","Unknown",NA,27,"12781","Blue",36,3,3,1253,"11528","0.638",1073,21,"0.4","0.098","open","2022-02-02",0
"5320",679508,53,"F",2,"Uneducated","Single",NA,42,"14839","Blue",2,1,3,2226,"12613","0.828",14625,115,"0.769","0.15","open","2022-02-02",1
"5321",151201,52,NA,2,"Uneducated","Divorced","120K and more",47,"29695","Blue",5,2,2,1525,"28170","0.529",4109,71,"0.614","0.051","open","2022-02-02",NA
"5322",693986,48,"F",4,"High School","Married","below 40K",37,"3607","Blue",1,2,3,0,"3607","0.504",2013,35,"0.458","0","closed","2022-02-02",1
"5323",569645,42,"F",1,"Graduate","Single","below 40K",34,"3534","Blue",5,1,3,1175,"2359","0.737",13588,94,"0.808","0.332","open","2022-02-02",1
"5324",260497,60,"F",0,"Graduate","Single","Unknown",55,"7469","Gold",4,3,2,2517,"4952","0.656",16328,124,"0.771","0.337","open","2022-02-02",1
"5325",106194,52,"M",2,"Graduate","Single","40-60K",41,"9298","Blue",1,2,2,1898,"7400","0.655",8427,87,"0.776","0.204","open","2022-02-02",0
"5326",735782,60,"F",1,"Graduate","Married","Unknown",52,"13312","Blue",2,3,3,1974,"11338","0.898",14336,106,"0.656","0.148","open","2022-02-02",1
"5327",178626,41,"F",2,"Graduate","Married","40-60K",36,"11239","Blue",6,1,3,1375,"9864","0.94",3978,89,"0.78","0.122","open","2022-02-02",1
"5328",674588,51,"F",1,"High School","Married","below 40K",40,"5158","Blue",4,1,1,2190,"2968","0.426",1229,34,"0.478","0.425","open","2022-02-02",1
"5329",415800,48,NA,3,"College","Single","40-60K",37,"1438.3","Blue",6,3,1,0,"1438.3","0.777",5035,76,"0.767","0","open","2022-02-02",NA
"5330",268716,54,NA,2,"Graduate","Unknown","below 40K",46,"1695","Blue",5,3,2,913,"782","0.449",2130,48,"2.5","0.539","closed","2022-02-02",NA
"5331",859981,43,"M",3,"Graduate","Single","60-80K",34,"20755","Blue",6,1,2,2276,"18479","0.801",4615,79,"0.837","0.11","open","2022-02-02",0
"5332",228671,58,"F",1,"Post-Graduate","Single",NA,36,"1438.3","Blue",6,2,4,0,"1438.3","0.657",4722,89,"0.745","0","open","2022-02-02",1
"5333",778344,57,"M",1,"College","Single","40-60K",48,"3539","Blue",3,1,2,0,"3539","0.781",1336,23,"0.211","0","open","2022-02-02",0
"5334",838042,46,"M",3,"Unknown","Single","80-120K",35,"11814","Blue",2,1,1,1440,"10374","0.798",9185,100,"0.695","0.122","open","2022-02-02",0
"5335",754101,46,"M",3,"Post-Graduate","Single","40-60K",40,"2344","Blue",3,4,2,0,"2344","0.412",2098,31,"0.409","0","closed","2022-02-02",0
"5336",164874,NA,"M",1,"Graduate","Single","80-120K",48,"30271","Blue",3,3,3,1406,"28865","1.336",3231,47,"0.306","0.046","closed","2022-02-02",0
"5337",613725,NA,"M",4,"Uneducated","Divorced","80-120K",38,"34516","Blue",5,3,2,0,"34516","0.506",3250,63,"0.658","0","open","2022-02-02",0
"5338",535531,57,"F",1,"Graduate","Single",NA,36,"1771","Blue",4,2,3,1289,"482","0.911",4813,84,"0.867","0.728","open","2022-02-02",1
"5339",938437,52,"M",1,"Graduate","Married",NA,43,"2689","Blue",6,1,1,2077,"612","0.378",NA,33,"0.435","0.772","open","2022-02-02",0
"5340",303774,54,"M",0,"High School","Single","80-120K",45,"20882","Blue",1,3,2,1525,"19357","0.828",4765,76,"0.767","0.073","open","2022-02-02",0
"5341",206871,44,"F",4,"Uneducated","Married","below 40K",36,"6769","Blue",2,2,3,1133,"5636","0.743",7986,88,"0.6","0.167","open","2022-02-02",1
"5342",886901,53,"F",1,"High School","Single","below 40K",47,"3378","Blue",6,2,3,2134,"1244","0.541",NA,83,"0.93","0.632","open","2022-02-02",1
"5343",725922,59,"M",1,"Graduate","Married","40-60K",53,"4188","Blue",5,1,2,2200,"1988","0.867",34377,86,"0.72","0.525","open","2022-02-02",0
"5344",450838,54,"M",1,"Unknown","Single","80-120K",49,"28570","Blue",2,3,3,2027,"26543","0.749",15130,102,"0.759","0.071","open","2022-02-02",0
"5345",590365,41,"M",3,"Graduate","Married","120K and more",32,"27169","Blue",2,3,1,0,"27169","0.781",NA,87,"0.977","0","open","2022-02-02",0
"5346",567192,32,"F",1,"High School","Single","below 40K",16,"3548","Blue",2,3,1,2517,"1031","0.818",15157,97,"0.865","0.709","open","2022-02-02",1
"5347",305965,37,"F",0,"Unknown","Married","below 40K",31,"2684","Blue",5,2,2,1381,"1303","0.794",2002,60,"0.429","0.515","open","2022-02-02",1
"5348",507640,NA,"M",4,"High School","Unknown","40-60K",32,"7316","Blue",1,2,3,1335,"5981","0.563",1849,50,"0.471","0.182","closed","2022-02-02",0
"5349",542030,49,"M",3,"Uneducated","Unknown",NA,41,"18075","Blue",3,4,4,0,"18075","0.531",1477,30,"0.5","0","closed","2022-02-02",0
"5350",801952,54,"F",3,"Doctorate","Single","below 40K",39,"1764","Blue",4,3,3,0,"1764","0.651",4857,92,"0.804","0","open","2022-02-02",1
"5351",447348,37,"F",3,"Graduate","Married","Unknown",30,"4554","Blue",5,3,3,780,"3774","0.658",4816,81,"0.588","0.171","open","2022-02-02",1
"5352",292384,41,"M",2,"Post-Graduate","Single","40-60K",27,"4461","Blue",4,1,3,900,"3561","0.587",4204,77,"0.791","0.202","open","2022-02-02",0
"5353",547338,46,"F",3,"High School","Married","40-60K",34,"3336","Blue",2,3,2,1687,"1649","0.645",5577,95,"0.759","0.506","open","2022-02-02",1
"5354",559129,48,"M",4,"Doctorate","Unknown",NA,38,"32658","Silver",3,2,2,1482,"31176","0.941",2023,37,"0.542","0.045","open","2022-02-02",0
"5355",849729,45,"M",3,"Uneducated","Single","80-120K",39,"17996","Blue",18,1,0,864,"17132","0.597",1589,30,"3.335","0.048","open","2022-02-02",0
"5356",624660,39,"M",3,"Graduate","Single","60-80K",29,"6733","Blue",4,2,3,1028,"5705","0.553",4444,72,"0.565","0.153","open","2022-02-02",0
"5357",503230,37,"M",4,"Graduate","Married","60-80K",30,"2578","Blue",5,3,2,2517,"61","0.896",NA,64,"0.524","0.976","open","2022-02-02",0
"5358",920984,63,"M",0,"Graduate","Single",NA,55,"18550","Blue",5,0,2,0,"18550","0.908",NA,42,"0.826","0","closed","2022-02-02",0
"5359",670986,45,"F",3,"Graduate","Single","Unknown",36,"11189","Blue",3,3,4,2517,"8672","2.041",2959,58,"1.231","0.225","open","2022-02-02",1
"5360",345006,49,"F",5,"Post-Graduate","Unknown","40-60K",39,"4568","Blue",3,1,4,0,"4568","0.979",1431,27,"0.688","0","open","2022-02-02",1
"5361",673897,61,"M",0,"High School","Single","60-80K",51,"5504","Blue",4,2,2,1412,"4092","0.722",1290,38,"0.462","0.257","open","2022-02-02",0
"5362",275224,34,NA,3,"High School","Married","40-60K",29,"2937","Blue",6,3,3,869,"2068","1.493",2171,45,"0.875","0.296","open","2022-02-02",NA
"5363",875546,53,"M",2,"Uneducated","Married","40-60K",47,"5579","Blue",3,1,3,1423,"4156","0.503",1514,47,"1.136","0.255","open","2022-02-02",0
"5364",819582,56,"F",2,"High School","Married","below 40K",46,"9463","Blue",4,3,3,764,"8699","0.994",7106,61,"0.906","0.081","closed","2022-02-02",1
"5365",667463,47,"F",3,"Graduate","Unknown","below 40K",38,"3165","Blue",2,2,3,2517,"648","0.748",2751,49,"1.042","0.795","closed","2022-02-02",1
"5366",310543,40,"M",2,"College","Single","80-120K",36,"14544","Blue",5,1,4,0,"14544","0.768",4064,92,"3.845","0","open","2022-02-02",0
"5367",167984,46,"F",1,"Unknown","Single","below 40K",39,"2029","Blue",2,2,1,1074,"955","0.514",4802,90,"0.8","0.529","open","2022-02-02",1
"5368",418863,42,"M",2,"Graduate","Married","80-120K",31,"16433","Blue",2,3,1,0,"16433","0.791",13678,125,"0.736","0","open","2022-02-02",0
"5369",236673,49,"F",2,"Uneducated","Married","below 40K",41,"2189","Blue",5,1,3,1860,"329","0.834",4195,81,"0.653","0.85","open","2022-02-02",1
"5370",292238,50,"F",1,"Unknown","Married","below 40K",36,"3069","Blue",3,5,3,1482,"1587","0.663",4351,74,"0.721","0.483","open","2022-02-02",1
"5371",835115,41,"M",1,"Doctorate","Married","80-120K",32,"10130","Blue",4,3,3,1449,"8681","0.819",4002,66,"0.571","0.143","open","2022-02-02",0
"5372",484727,37,"M",1,"College","Single","60-80K",26,"15755","Blue",6,3,2,1410,"14345","0.839",2061,61,"0.649","0.089","open","2022-02-02",0
"5373",558362,51,NA,3,"Uneducated","Married",NA,43,"2185","Blue",3,1,2,1761,"424","0.682",1645,30,"0.429","0.806","open","2022-02-02",NA
"5374",381928,54,"M",4,"Graduate","Married","60-80K",49,"5269","Blue",3,1,2,1099,"4170","1.178",2195,63,"0.969","0.209","open","2022-02-02",0
"5375",199290,32,"F",2,"Post-Graduate","Single","below 40K",36,"2352","Blue",4,5,1,2176,"176","0.857",5209,93,"0.755","0.925","open","2022-02-02",1
"5376",437377,29,"F",2,"Uneducated","Single","Unknown",18,"23125","Blue",4,1,2,1236,"21889","0.995",2536,69,"0.865","0.053","open","2022-02-02",1
"5377",948081,52,"F",0,"Uneducated","Married","below 40K",34,"2001","Blue",4,4,3,960,"1041","0.678",NA,86,"0.83","0.48","open","2022-02-02",1
"5378",361698,43,"M",3,"Unknown","Married","120K and more",34,"24868","Blue",4,3,2,794,"24074","0.649",2510,32,"0.231","0.032","closed","2022-02-02",0
"5379",277745,52,NA,4,"Graduate","Married","Unknown",42,"1816","Blue",5,3,2,0,"1816","0.664",4957,78,"0.773","0","open","2022-02-02",NA
"5380",249716,NA,"F",5,"Graduate","Divorced","40-60K",40,"2920","Blue",6,4,2,0,"2920","0.516",2306,39,"0.625","0","closed","2022-02-02",1
"5381",662909,62,"M",0,"Graduate","Married","40-60K",48,"2591","Blue",5,1,5,0,"2591","0.601",2123,56,"0.697","0","open","2022-02-02",0
"5382",821837,53,"M",3,"Graduate","Single","120K and more",45,"3378","Blue",4,3,1,1852,"1526","0.483",4437,50,"1","0.548","open","2022-02-02",0
"5383",747199,48,"M",2,"High School","Married","below 40K",36,"14581","Silver",2,2,2,2517,"12064","0.776",17628,109,"0.817","0.173","open","2022-02-02",0
"5384",698447,38,"M",2,"High School","Married","40-60K",32,"1438.3","Blue",3,2,2,0,"1438.3","0.846",1999,39,"0.56","0","open","2022-02-02",0
"5385",905303,47,"M",1,"Graduate","Single","80-120K",31,"18026","Blue",4,1,2,755,"17271","0.931",2760,56,"1","0.042","open","2022-02-02",0
"5386",338252,33,"M",1,"Post-Graduate","Married","80-120K",36,"2946","Blue",4,3,2,1359,"1587","0.746",2017,48,"0.455","0.461","open","2022-02-02",0
"5387",954221,39,"F",1,"Graduate","Single","40-60K",32,"3812","Blue",3,3,1,1103,"2709","0.757",4080,65,"0.625","0.289","open","2022-02-02",1
"5388",666298,50,"F",2,"Unknown","Single","below 40K",36,"2528","Blue",3,2,2,1689,"839","0.514",4269,78,"0.857","0.668","open","2022-02-02",1
"5389",324876,49,"M",4,"Doctorate","Single","60-80K",37,"30976","Silver",5,2,2,2051,"28925","0.684",3193,69,"0.725","0.066","open","2022-02-02",0
"5390",183637,43,"F",5,"Graduate","Married","40-60K",34,"7135","Blue",5,1,3,1164,"5971","1.127",3746,81,"5.945","0.163","open","2022-02-02",1
"5391",608523,46,"F",3,"Uneducated","Single","40-60K",36,"7020","Blue",3,2,2,1784,"5236","0.815",16937,116,"0.731","0.254","open","2022-02-02",1
"5392",623590,50,"M",2,"High School","Married","80-120K",36,"16388","Blue",6,2,1,2001,"14387","0.547",4477,83,"0.66","0.122","open","2022-02-02",0
"5393",445492,60,"F",1,"Unknown","Single","40-60K",36,"3959","Blue",2,3,1,0,"3959","0.806",4935,92,"4.02","0","open","2022-02-02",1
"5394",295118,29,"M",1,"High School","Married","60-80K",16,"12495","Blue",3,2,1,2517,"9978","0.827",14524,106,"0.683","0.201","open","2022-02-02",0
"5395",174931,56,"M",3,"Uneducated","Married","60-80K",36,"2253","Blue",5,3,3,1375,"878","0.388",1324,38,"0.31","0.61","open","2022-02-02",0
"5396",986926,50,"M",3,"Uneducated","Single","80-120K",36,"24742","Blue",5,2,3,1676,"23066","0.566",1306,31,"0.55","0.068","open","2022-02-02",0
"5397",357859,26,"F",0,"High School","Married","below 40K",18,"5422","Blue",5,3,2,682,"4740","0.892",4460,62,"0.676","0.126","open","2022-02-02",1
"5398",100331,52,"F",0,"College","Married","40-60K",45,"4597","Blue",4,2,1,1905,"2692","0.906",4932,67,"0.914","0.414","open","2022-02-02",1
"5399",749271,40,"F",2,"Doctorate","Single","40-60K",36,"2797","Blue",6,1,3,850,"1947","0.953",3652,64,"1.37","0.304","open","2022-02-02",1
"5400",101650,62,"F",0,"High School","Unknown","40-60K",49,"4409","Blue",4,1,1,785,"3624","0.838",4160,61,"0.649","0.178","open","2022-02-02",1
"5401",640684,54,"F",3,"Uneducated","Single","below 40K",49,"1719","Blue",2,2,2,0,"1719","0.579",4869,65,"0.512","0","open","2022-02-02",1
"5402",222080,56,"M",0,"Doctorate","Single","80-120K",47,"7204","Blue",2,1,2,0,"7204","0.803",14042,113,"0.766","0","open","2022-02-02",0
"5403",862794,48,"M",3,"High School","Single","60-80K",44,"19272","Blue",5,1,1,1519,"17753","0.557",3398,67,"0.763","0.079","open","2022-02-02",0
"5404",958334,52,"M",2,"High School","Single",NA,44,"2650","Blue",6,2,4,1049,"1601","0.874",4218,64,"0.73","0.396","open","2022-02-02",0
"5405",482217,39,"F",3,"Graduate","Married","Unknown",28,"9371","Blue",3,3,3,1066,"8305","0.89",4754,78,"0.857","0.114","open","2022-02-02",1
"5406",334820,44,"M",2,"Uneducated","Married","80-120K",33,"34496","Blue",3,1,1,1665,"32831","0.883",8092,80,"0.667","0.048","open","2022-02-02",0
"5407",759952,43,"F",3,"Unknown","Married","below 40K",35,"1721","Blue",5,3,2,729,"992","0.902",4853,74,"0.644","0.424","open","2022-02-02",1
"5408",639409,55,"F",1,"High School","Single","40-60K",46,"5379","Blue",5,3,4,962,"4417","0.827",1778,40,"0.29","0.179","open","2022-02-02",1
"5409",798303,37,"M",3,"Post-Graduate","Single","80-120K",31,"2626","Blue",6,3,3,1736,"890","0.786",4714,93,"0.788","0.661","open","2022-02-02",0
"5410",693062,58,"F",4,"High School","Single","below 40K",39,"2755","Blue",3,1,3,1483,"1272","0.806",4394,75,"0.63","0.538","open","2022-02-02",1
"5411",725307,39,"F",1,"Graduate","Unknown",NA,25,"2006","Blue",4,2,3,1197,"809","0.877",NA,69,"0.769","0.597","open","2022-02-02",1
"5412",217501,44,"M",2,"High School","Single","80-120K",36,"22143","Blue",5,3,0,730,"21413","0.871",29841,62,"0.632","0.033","open","2022-02-02",0
"5413",866739,46,"F",4,"College","Single","40-60K",41,"13743","Blue",2,3,3,0,"13743","0.947",9406,106,"0.767","0","open","2022-02-02",1
"5414",192909,46,"F",3,"High School","Single","below 40K",36,"3759","Blue",1,2,2,0,"3759","0.722",15331,106,"0.767","0","open","2022-02-02",1
"5415",504264,60,"M",1,"High School","Single","below 40K",50,"4613","Blue",4,4,5,0,"4613","0.978",8970,78,"1.294","0","closed","2022-02-02",0
"5416",809525,44,"M",4,"Uneducated","Single","80-120K",31,"19719","Blue",3,2,3,1303,"18416","0.91",8385,97,"0.565","0.066","open","2022-02-02",0
"5417",479913,29,"M",0,"Post-Graduate","Single",NA,19,"13632","Blue",4,1,2,1482,"12150","0.893",2168,42,"2.5","0.109","open","2022-02-02",0
"5418",666966,49,"F",2,"Graduate","Unknown","below 40K",36,"3252","Blue",3,1,3,2517,"735","0.878",7418,90,"0.579","0.774","open","2022-02-02",1
"5419",426249,39,"M",4,"Unknown","Married","60-80K",36,"34516","Gold",4,3,2,2517,"31999","0.841",8248,66,"0.65","0.073","closed","2022-02-02",0
"5420",904487,47,"F",2,"Unknown","Single","below 40K",32,"2493","Blue",6,1,3,831,"1662","0.581",4274,68,"0.581","0.333","open","2022-02-02",1
"5421",228561,NA,"M",4,"High School","Married","60-80K",36,"8017","Blue",1,3,2,0,"8017","0.559",1657,43,"0.654","0","closed","2022-02-02",0
"5422",929030,42,"F",5,"Unknown","Married","40-60K",36,"2038","Blue",3,3,3,0,"2038","0.786",1238,28,"0.75","0","open","2022-02-02",1
"5423",265518,48,"F",4,"Graduate","Single","Unknown",40,"11692","Blue",4,4,4,648,"11044","1.265",2997,56,"0.867","0.055","open","2022-02-02",1
"5424",530351,27,"F",0,"Graduate","Married","below 40K",36,"1674","Blue",3,2,2,752,"922","0.963",4513,57,"4.83","0.449","open","2022-02-02",1
"5425",483154,55,"F",2,"College","Unknown","Unknown",41,"7613","Blue",6,2,2,0,"7613","0.68",4268,69,"0.725","0","open","2022-02-02",1
"5426",863892,56,"F",1,"College","Single","below 40K",43,"2846","Blue",3,2,2,0,"2846","0.747",2122,44,"0.419","0","closed","2022-02-02",1
"5427",190556,47,"F",4,"Graduate","Single","40-60K",36,"2977","Blue",1,2,1,1927,"1050","0.731",5217,88,"0.725","0.647","open","2022-02-02",1
"5428",557928,33,"F",0,"Unknown","Single","Unknown",36,"2735","Blue",6,1,3,1769,"966","1.465",3306,71,"0.972","0.647","open","2022-02-02",1
"5429",838956,48,"F",1,"High School","Married","40-60K",28,"15713","Silver",3,1,2,1387,"14326","0.904",4775,61,"0.605","0.088","open","2022-02-02",1
"5430",827669,NA,"F",3,"High School","Single",NA,38,"1438.3","Blue",3,3,1,663,"775.3","0.384",2987,73,"0.622","0.461","open","2022-02-02",1
"5431",816472,54,"F",3,"High School","Married","below 40K",38,"2452","Blue",2,2,4,1012,"1440","0.46",2398,29,"0.318","0.413","closed","2022-02-02",1
"5432",191808,49,"M",3,"Graduate","Single","120K and more",36,"8514","Blue",6,2,3,2013,"6501","0.664",4098,74,"0.542","0.236","open","2022-02-02",0
"5433",632109,60,"F",0,"Graduate","Married","below 40K",50,"3147","Blue",4,2,2,1602,"1545","0.569",1558,23,"0.643","0.509","open","2022-02-02",1
"5434",189372,47,NA,1,"Graduate","Single",NA,36,"6509","Blue",5,3,0,2033,"4476","0.83",NA,37,"0.37","0.312","open","2022-02-02",NA
"5435",551232,57,"F",3,"High School","Married","below 40K",39,"2742","Blue",3,2,1,2321,"421","1.315",1389,32,"0.6","0.846","open","2022-02-02",1
"5436",907521,55,"F",2,"College","Married","below 40K",45,"1850","Blue",5,2,4,942,"908","0.757",4134,78,"0.625","0.509","open","2022-02-02",1
"5437",189146,61,"M",2,"Graduate","Married","120K and more",49,"11374","Blue",3,0,4,2517,"8857","1.015",1088,26,"1.167","0.221","closed","2022-02-02",0
"5438",594444,46,"F",4,"Unknown","Single","below 40K",36,"3973","Blue",2,1,2,0,"3973","0.89",13740,131,"0.819","0","open","2022-02-02",1
"5439",200969,50,"M",5,"Post-Graduate","Married","120K and more",36,"34516","Silver",5,2,4,891,"33625","0.926",2687,64,"0.778","0.026","open","2022-02-02",0
"5440",441999,46,"F",2,"College","Single","Unknown",33,"19512","Blue",2,3,1,1334,"834","0.622",4043,73,"0.738","0.615","open","2022-02-02",1
"5441",579678,43,"F",3,"High School","Single","Unknown",25,"10305","Blue",5,1,2,1870,"8435","0.722",4018,63,"0.8","0.181","open","2022-02-02",1
"5442",753586,41,"M",3,"Unknown","Single","60-80K",32,"4697","Blue",1,3,3,1046,"3651","0.313",1679,29,"0.318","0.223","closed","2022-02-02",0
"5443",229021,65,"F",2,"Graduate","Single","below 40K",56,"6812","Blue",3,0,3,1926,"4886","0.735",2288,48,"0.778","0.283","closed","2022-02-02",1
"5444",956181,42,"F",5,"College","Single","below 40K",28,"3044","Blue",4,3,2,1865,"1179","0.852",4854,85,"1.024","0.613","open","2022-02-02",1
"5445",137788,37,"F",2,"Graduate","Married","below 40K",30,"2077","Blue",5,2,2,1392,"685","1.553",1629,36,"1.25","0.67","open","2022-02-02",1
"5446",929881,48,"F",5,"Unknown","Divorced","Unknown",43,"20974","Blue",4,3,2,2249,"18725","0.567",15903,121,"0.571","0.107","open","2022-02-02",1
"5447",319718,46,"F",4,"College","Single","below 40K",36,"1438.3","Blue",6,1,2,0,"1438.3","0.749",3880,74,"0.721","0","open","2022-02-02",1
"5448",572747,65,"F",1,"High School","Married",NA,36,"3198","Blue",3,2,0,2493,"705","0.665",1936,44,"1.316","0.78","open","2022-02-02",1
"5449",520994,51,"F",4,"Graduate","Single","Unknown",34,"11221","Blue",3,1,2,1279,"9942","1.116",1564,45,"1.647","0.114","open","2022-02-02",1
"5450",306336,45,"F",4,"Uneducated","Unknown","below 40K",30,"13131","Silver",5,2,2,1965,"11166","0.695",1795,37,"0.48","0.15","open","2022-02-02",1
"5451",764390,38,"M",3,"High School","Married","40-60K",32,"8603","Blue",6,6,2,1046,"7557","0.826",1758,40,"3.695","0.122","open","2022-02-02",0
"5452",151958,46,"F",3,"Graduate","Divorced","below 40K",37,"9013","Blue",6,1,0,0,"9013","0.597",3819,71,"0.614","0","open","2022-02-02",1
"5453",354193,56,"F",2,"Uneducated","Unknown","below 40K",36,"8438","Blue",3,1,2,1825,"6613","0.589",4798,89,"0.712","0.216","open","2022-02-02",1
"5454",222223,45,"M",4,"High School","Married","80-120K",35,"9852","Blue",5,2,3,2277,"7575","0.831",3813,71,"0.614","0.231","open","2022-02-02",0
"5455",344895,43,"M",3,"Uneducated","Married","80-120K",31,"6824","Blue",6,3,4,2517,"4307","0.972",9045,67,"0.595","0.369","closed","2022-02-02",0
"5456",823461,34,"M",3,"Post-Graduate","Unknown","60-80K",23,"27710","Silver",4,3,0,0,"27710","0.777",4014,73,"0.659","0","open","2022-02-02",0
"5457",700980,58,"M",2,"High School","Divorced","60-80K",46,"2467","Blue",6,2,0,1176,"1291","0.811",33208,73,"0.921","0.477","open","2022-02-02",0
